Title,Coordinates,State,City,Iframe Link
PILOT LABORATORIES,"-74.257446,40.57833,0",NEW JERSEY,AVENEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317773
PQ CORP,"-74.273481,40.586027,0",NEW JERSEY,AVENEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000847870
PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,"-74.25831,40.59741,0",NEW JERSEY,AVENEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000322561
PRIDE SOLVENTS & CHEMICALS INC.,"-74.25237,40.59896,0",NEW JERSEY,AVENEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317791
THE PROCTER & GAMBLE CO,"-74.26182,40.5773,0",NEW JERSEY,AVENEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317782
UNIVAR USA INC,"-74.261465,40.57493,0",NEW JERSEY,AVENEL,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317808
MAIN ONE MARINA INC,"-74.02331,40.18727,0",NEW JERSEY,AVON BY THE SEA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009722407
MGS CORP,"-74.339,39.78049,0",NEW JERSEY,BARNEGAT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110030008710
OWENS CORNING FIBERGLAS CORP,"-75.042477,39.864827,0",NEW JERSEY,BARRINGTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014902837
69-73 LEFANTE WAY,"-74.102017,40.664048,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014389508
AGC CHEMICALS AMERICAS INC,"-74.105833,40.659444,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317835
AP & G CO. INC.,"-74.123164,40.647119,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067079262
ASH INGREDIENTS INC,"-74.106048,40.663337,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070225371
BAYONNE,"-74.138593,40.653065,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070813260
BAYONNE BLOCK COMPANY INC.,"-74.108978,40.664383,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110009722657
BAYONNE BRIDGE,"-74.11046,40.66494,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110029452287
BAYONNE DRY DOCK & REPAIR CO,"-74.07,40.661389,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110015044628
BAYONNE DRY DOCK & REPAIR CO INC @ MILITARY OCEAN TERMINAL DOCK YARD,"-74.11046,40.66494,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007937689
BAYONNE ENERGY CENTER,"-74.106759,40.663848,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043803685
BAYONNE PLANT HOLDING LLC,"-74.112401,40.655309,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317826
BAYONNE TERMINALS INC,"-74.1222,40.6451,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043646436
BUCKEYE BAYONNE TERMINAL,"-74.092503,40.650381,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317862
BUILDING 74,"-74.094636,40.677737,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070433075
CAPE LIBERTY CRUISE PORT LLC,"-74.070116,40.663914,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110029925589
DOOLAN'S AUTO SERVICE,"-74.103525,40.677017,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001532798
EM INDUS/RONA PEARL,"-74.098921,40.65201,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000875054
EXXON CHEMICAL CO. BAYONNE CHEMICAL PLANT,"-74.094263,40.656951,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002332146
EXXONMOBIL BAYONNE LUBRICANTS PLANT,"-74.102694,40.657954,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317817
FORMER CORRUGATED CARDBOARD,"-74.106759,40.663848,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110029247278
FORMER MCGOVERN WAREHOUSE,"-74.09998,40.65899,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110032957290
HENRY REPEATING ARMS CO,"-74.125569,40.645488,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040098444
HENRY REPEATING ARMS CO,"-74.12547,40.6455,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067543064
HONEYWELL INTERNATIONAL INC,"-74.122935,40.665151,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006183940
HONEYWELL INTERNATIONAL INC - SA-2,"-74.10815,40.68903,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042017402
HUDSON COUNTY IMPROVEMENT AUTHORITY/BAYONNE,"-74.11864,40.671241,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071131314
IMTT - BAYONNE,"-74.096095,40.651245,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004259971
IMTT SITE,"-74.110392,40.661828,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038735553
IMTT-BAYONNE LLC,"-74.103049,40.655996,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110063596274
KENRICH PETROCHEMICAL INC.,"-74.107129,40.657559,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317853
"KENS MARINE SERVICE, INC","-74.11329,40.66027,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004150524
LEFANTE WAY ROW IMPROVEMENT,"-74.103961,40.665604,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070433066
LEHIGH REALTY/KEN'S MARINE SERVICE,"-74.115008,40.661167,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038735571
MAIDENFORM/SILKLOFTS PROJECT,"-74.118534,40.659593,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110055453245
MILITARY OCEAN TERMINAL - BAYONNE,"-74.087581,40.669407,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001934426
MIMOSA CONSTRUCTION CO INC,"-74.139635,40.646844,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037430161
MURALO CO INC NORTON & SON DIV,"-74.121871,40.650443,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317871
PALMER ASPHALT COMPANY,"-74.138178,40.65285,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001533485
"PAZ PARTNERS HOLDINGS, LLC","-74.129136,40.658885,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071432100
PSIP AVENUE A,"-74.140658,40.650875,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001532547
SAMPSON TANK CLEANING FACILITY,"-74.11444,40.6598,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004157778
SGS CONTROL INC,"-74.102947,40.656371,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014367121
VERTELLUS PERFORMANCE MATERIALS INC,"-74.141741,40.649649,0",NEW JERSEY,BAYONNE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000317844
"MICROBE SOLUTIONS, LLC","-74.21398,39.90771,0",NEW JERSEY,BAYVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071047344
OCEAN CNTY UTIL AUTH CWPCF,"-74.180197,39.907944,0",NEW JERSEY,BAYVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001535937
SHED WORLD,"-74.159535,39.893613,0",NEW JERSEY,BAYVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071467632
NJDOT BEDMINSTER MAINTENANCE YARD,"-74.644969,40.652275,0",NEW JERSEY,BEDMINSTER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007698143
NJDOT BRIDGE PAINTING CONTRACT 007093640,"-74.677568,40.643072,0",NEW JERSEY,BEDMINSTER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039081999
NJDOT BRIDGE STRUCTURE #1816-150,"-74.714664,40.640617,0",NEW JERSEY,BEDMINSTER,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070862279
MONMOUTH CNTY BAYSHORE OUTFALL AUTH BELFORD PUMP STATION,"-74.083738,40.428465,0",NEW JERSEY,BELFORD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002342910
3M COMPANY,"-74.707222,40.449722,0",NEW JERSEY,BELLE MEAD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000582183
GIBRALTAR ROCK,"-74.688738,40.450426,0",NEW JERSEY,BELLE MEAD,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110054925168
BUILDING 27 @ BELLEVILLE IND CENTER,"-74.139786,40.801067,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011486935
C&D CASES INC @ BELLEVILLE IND CENTER,"-74.140471,40.802243,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000858812
DOMESTIC UNIFORM RENTAL,"-74.149613,40.790002,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004234392
GLOBAL OUTSOURCING SOLUTIONS LLC,"-74.14083,40.79769,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042429128
IDEAL PLATING & POLISHING @ BELLEVILLE IND CT,"-74.14443,40.80421,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007928564
ISP CHEMICALS LLC - FKA ISP VAN DYK INC,"-74.149659,40.78448,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000319566
MANSOL INDUSTRIES INC,"-74.1475,40.79713,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001531548
MILLER & SON,"-74.150312,40.785672,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000319557
NJ DOT BRIDGE PAINTING - BELLEVILLE,"-74.139692,40.811238,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040528989
PARKER HANNIFIN CORP UHP,"-74.179199,40.793455,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000763255
ROUTE 21 ASSOCIATES,"-74.1397,40.80078,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004208571
"ROYAL ADHESIVES & SEALANTS, LLC","-74.145125,40.800172,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000319548
WALLACE & TIERNAN INC,"-74.1494,40.78201,0",NEW JERSEY,BELLEVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011540751
DAVIS PAPER DIMENSIONS,"-75.09447,39.85897,0",NEW JERSEY,BELLMAWR,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037142561
