Title,Coordinates,State,City,Iframe Link
TEKTRONIX BEAVERTON CAMPUS,"-122.8228,45.49953,0",OREGON,BEAVERTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000617985
TEKTRONIX COMPONENT SOLUTIONS,"-122.814676,45.49931,0",OREGON,BEAVERTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004809716
TEKTRONIX WALKER SITE,"-122.870171,45.526914,0",OREGON,BEAVERTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002148783
TOM'S PANCAKE HOUSE,"-122.81017,45.48826,0",OREGON,BEAVERTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070507930
VANGUARD EMS,"-122.815148,45.493245,0",OREGON,BEAVERTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004799479
VANGUARD EMS,"-122.777715,45.476703,0",OREGON,BEAVERTON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004793643
BALLARD FUEL CELL SYSTEMS SITE,"-121.282448,44.089417,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022524669
BEND PLATING,"-121.2891,44.0451,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001659660
BEND RESEARCH,"-121.336248,44.143552,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004786321
BEND RESEARCH,"-121.299078,44.088845,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022435578
BEND RESEARCH MANUFACTURING,"-121.299062,44.087862,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110018499249
BUILDERS FIRSTSOURCE,"-121.296691,44.083348,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000771111
DESCHUTES COUNTY DEMOLITION LANDFILL,"-121.34695,44.04711,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070384686
DSL STEVENS RD,"-121.26367,44.03482,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110041721170
GTN PIPELINE COMPRESSOR STATION 12,"-121.422873,43.821382,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067366362
IDATECH,"-121.3088,44.09304,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012701424
JELD-WEN,"-121.29601,44.08364,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001654601
KFBORE LLC,"-121.30246,44.07103,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004780700
KNIFE RIVER CORPORATION NORTHWEST,"-121.330615,44.142197,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037145103
KNOTT PIT LANDFILL,"-121.258958,44.013776,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013969811
METOLIUS CLIMBING,"-121.300489,44.094505,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002149666
MICROBEFREE FORMULATORS,"-121.33531,44.01146,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067065240
MILL QUARTER PROPERTY,"-121.31782,44.05047,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110063597077
MIRROR POND AREA,"-121.321023,44.058888,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070034224
MURRAY ROAD INDUSTRIAL CENTER,"-121.299368,44.083778,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000917759
NORTHLAND FURNITURE,"-121.29579,44.05101,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000488749
NOSLER INCORPORATED,"-121.328193,44.049695,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000488758
NU DECOR INCORPORATED SITE,"-121.293392,44.050001,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002149675
OLD MILL BUILDING SITE,"-121.3103,44.049712,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000488767
OXARC,"-121.298061,44.102175,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071440664
PERFORMANCE INSULATION AND ENERGY,"-121.298874,44.096635,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001133700
SERAN BIOSCIENCE INC,"-121.289489,44.088692,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070225274
"SERAN BIOSCIENCE, LLC","-121.28928,44.09017,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071214680
SICAMORE SEMICONDUCTOR,"-121.328113,44.046384,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000901383
SUTERRA LLC,"-121.277139,44.114175,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040447905
THERMO FISHER SCIENTIFIC,"-121.283264,44.084947,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110045987688
TROY LAUNDRY SITE ADJACENT PROPERTY TL 6900,"-121.31475,44.05547,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040821377
"WILLAMETTE GRAYSTONE - BEND, OR BLOCK PLANT","-121.256432,44.159308,0",OREGON,BEND,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071433932
OLD BIGGS STATION & MOTEL PROPERTY,"-120.838551,45.668152,0",OREGON,BIGGS JUNCTION,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070247676
NASHVILLE STORE,"-123.614858,44.652555,0",OREGON,BLODGETT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017337158
OLD HARLAN MILL,"-123.6921,44.5424,0",OREGON,BLODGETT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014157054
SHADY BEND STORE,"-123.558308,44.675458,0",OREGON,BLODGETT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038748175
CARTY GENERATION STATION,"-119.811358,45.700137,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070131990
COLUMBIA RIVER PROCESSING,"-119.6565,45.84495,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012534622
COYOTE SPRINGS POWER GENERATING FACILITY,"-119.673734,45.848263,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000488847
FINLEY BUTTES REGIONAL LANDFILL,"-119.586074,45.686816,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004806425
LAMB WESTON BOARDMAN-EAST FACILITY,"-119.668922,45.844317,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110063157168
LAMB WESTON INCORPORATED,"-119.682827,45.845558,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014074811
LAMBWESTON BOARDMAN CENTER,"-119.674208,45.844351,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071651604
MORROW COLD STORAGE,"-119.674231,45.844261,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110034124141
MORROW POWER PROJECT,"-119.655619,45.845692,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110012160972
OREGON POTATO COMPANY,"-119.679801,45.844973,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001659606
PACIFIC ETHANOL COLUMBIA,"-119.656083,45.855921,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031262112
PGE BOARDMAN COAL FIRE PLANT,"-119.801102,45.695659,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000488838
POTLATCH HYBRID POPLAR PROGRAM,"-119.571016,45.74848,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004814700
UPPER COLUMBIA MILL,"-119.541914,45.779264,0",OREGON,BOARDMAN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037809627
GTN PIPELINE COMPRESSOR STATION 14,"-121.43993,42.17425,0",OREGON,BONANZA,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013844581
CALCAGNO FOUNDRY,"-122.380995,45.427456,0",OREGON,BORING,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110022811787
BROOKINGS WWTP,"-124.287909,42.04707,0",OREGON,BROOKINGS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006618142
DEL CUR SUPPLY CO-OP,"-124.20843,42.00018,0",OREGON,BROOKINGS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110011623591
PACIFIC WOOD LAMINATES,"-124.287139,42.050113,0",OREGON,BROOKINGS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110058204018
SOUTH COAST LUMBER SAWMILL,"-124.31246,42.07792,0",OREGON,BROOKINGS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001654549
BEAR MOUNTAIN FOREST PRODUCTS BROWNSVILLE,"-123.010091,44.373575,0",OREGON,BROWNSVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110021277394
"UNION POINT CUSTOM FEEDS, LLC","-122.988124,44.347678,0",OREGON,BROWNSVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071314384
WILLIE TENBUSCH,"-122.98431,44.38293,0",OREGON,BROWNSVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070691025
WILLIE TENBUSCH (WT5),"-122.93845,44.3556,0",OREGON,BROWNSVILLE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070691156
21 NORTH BROADWAY AVENUE,"-119.05416,43.58621,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071088956
25 EAST MADISON STREET,"-119.05351,43.58665,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071089818
437 NORTH ALDER AVENUE,"-119.05302,43.58936,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071089811
497 SOUTH KEARNEY AVENUE,"-119.06642,43.58138,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071089103
609 NORTH BROADWAY AVENUE,"-119.05389,43.591,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071088955
74 & 76 WEST MONROE STREET,"-119.05526,43.58619,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071090397
BURNS PAIUTE,"-119.05444,43.58604,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038747194
C INVESTMENT PROPERTY,"-119.053877,43.591069,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038747185
LINCOLN SCHOOL,"-119.05759,43.59026,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071162698
THE POWERHOUSE,"-119.05142,43.586026,0",OREGON,BURNS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070790094
317707104 - OLDCASTLE PRECAST INC,"-122.671815,45.26738,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070285812
CANBY LANDFILL SITE,"-122.70628,45.25971,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038748228
CANBY WWTP,"-122.677693,45.285123,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006618106
CEMEX CANBY SITE,"-122.705226,45.257372,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110043965457
DBA CLARIOS,"-122.70588,45.262903,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000486554
MILWAUKEE ELECTRONICS,"-122.70661,45.260245,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070244644
OBC NORTHWEST,"-122.704054,45.254259,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000486545
POTTERS INDUSTRIES,"-122.705679,45.260867,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031001742
S R SMITH MANUFACTURING,"-122.70616,45.2554,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000486563
SHIMADZU USA MANUFACTURING,"-122.671709,45.262541,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004814005
WILLAMETTE EGG FARMS,"-122.6814,45.15321,0",OREGON,CANBY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110028151425
CASCADE LOCKS INDUSTRIAL PARK,"-121.844379,45.683492,0",OREGON,CASCADE LOCKS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038748095
AGRISOLAR INSECT SOLUTION LLC,"-122.8696,42.38929,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067071233
BUTLER PROPERTY,"-122.91959,42.37254,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070605170
CUMORAH HOLDINGS PROPERTY,"-122.91877,42.37342,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070556317
ERICKSON INCORPORATED,"-122.94591,42.4039,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000816948
FREQ WATER,"-122.854091,42.396066,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067064660
GRANGE CO-OP,"-122.9172,42.37304,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110017348468
KNIFE RIVER KIRTLAND PIT,"-122.963877,42.42843,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039075443
KNIFE RIVER MATERIALS HAMRICK,"-122.894644,42.374423,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001654941
LAMPSON PROPERTY,"-122.91909,42.37505,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070556315
MARBLE CONCEPTS AND DESIGNS,"-122.91294,42.36795,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000488570
MEDFORD RWRF,"-122.907057,42.434923,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110001658448
PFAFF PROPERTY,"-122.91746,42.3741,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070556322
ROGUE VALLEY BIN PROPERTY,"-122.923498,42.376421,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070556318
RPM MOTORSPORTS,"-122.88465,42.396816,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000817037
SOUTHERN OREGON READY MIX,"-122.946212,42.415079,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110042003881
TIMBER PRODUCTS TRUCKING,"-122.88533,42.39793,0",OREGON,CENTRAL POINT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110016656536
FREEDOM BROS. FUEL CO.,"-121.78242,43.21484,0",OREGON,CHEMULT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014245557
GTN PIPELINE COMPRESSOR STATION 13,"-121.8282,43.08136,0",OREGON,CHEMULT,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110013866227
CHILOQUIN LUMBER MILL,"-121.4503,42.05477,0",OREGON,CHILOQUIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038748549
FORMER CHILOQUIN TEXACO,"-121.86288,42.57663,0",OREGON,CHILOQUIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070261938
JELD WEN INCORPORATED,"-121.88196,42.51143,0",OREGON,CHILOQUIN,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000601536
OLE TURNBOW EXXON FACILITY,"-120.679045,43.237849,0",OREGON,CHRISTMAS VALLEY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038757137
BOYDSTUN EQUIPMENT MANUFACTURING,"-122.573014,45.417367,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000486572
CALPORTLAND CLACKAMAS READY MIX PLANT,"-122.546697,45.40187,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110031001751
CAMP WITHYCOMBE,"-122.552705,45.415985,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110058934738
CLACKAMAS COUNTY MUNICIPAL STORMWATER MS4,"-122.2017,45.2031,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014076285
CONSOLIDATED METCO,"-122.555677,45.406028,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002339817
DIP N GROW,"-122.56855,45.41371,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038261671
DRAVON MEDICAL,"-122.544696,45.409849,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002339826
EMMERT PROPERTY,"-122.53996,45.39951,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110040477560
ENOCH MANUFACTURING COMPANY,"-122.57151,45.419815,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000904914
K B RECYCLING CENTER,"-122.56415,45.409711,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039545908
"MICROBEFREE SOLUTIONS, INT. LLC","-122.56896,45.41448,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110067098508
"MILES FIBERGLASS & COMPOSITES, INC.","-122.54504,45.40311,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110071064333
NORTHWEST PIPE AND CASING,"-122.56963,45.41901,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110007739215
"PCC STRUCTURALS, INC.","-122.570719,45.425775,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000486590
PECO MANUFACTURING,"-122.548413,45.410032,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039076558
PRECISION ELITE GYMNASTICS,"-122.531359,45.410001,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002148818
ROCK CREEK INDUSTRIAL PARK,"-122.49783,45.41028,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039535278
SAFETY KLEEN SYSTEMS,"-122.53029,45.40288,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000486581
"SAFEWAY, INC- MILK PLANT","-122.56463,45.40275,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070790663
TEMCO,"-122.557501,45.415569,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110002148827
THERMO FLUIDS INC (TPO),"-122.53453,45.40168,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110024554800
WARN INDUSTRIES CAPPS ROAD FACILITY,"-122.532315,45.398111,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000486607
ZORRO TECHNOLOGY,"-122.536486,45.407923,0",OREGON,CLACKAMAS,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038277913
BEAVER COMBUSTION TURBINE PLANT,"-123.17502,46.172817,0",OREGON,CLATSKANIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110006858604
COLUMBIA PACIFIC BIO-REFINERY,"-123.165632,46.174838,0",OREGON,CLATSKANIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038366979
FORMER JOHNSON OIL,"-123.2016,46.1033,0",OREGON,CLATSKANIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110060968387
GENERATING STATION WESTWARD 2,"-123.172724,46.179102,0",OREGON,CLATSKANIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110037786465
GP WAUNA MILL,"-123.407836,46.157035,0",OREGON,CLATSKANIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110028051159
PGE BEAVER PLANT & PORT WESTWARD PLANT,"-123.155248,46.170703,0",OREGON,CLATSKANIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070550036
PORT OF ST HELENS,"-123.157889,46.171721,0",OREGON,CLATSKANIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110014119827
STIMSON LUMBER COMPANY CLATSKANIE,"-123.20622,46.113026,0",OREGON,CLATSKANIE,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004789355
APEL EXTRUSIONS INC,"-123.05661,44.14247,0",OREGON,COBURG,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110063685882
CARRY ON TRAILER CORP,"-123.058478,44.142463,0",OREGON,COBURG,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110062922440
CONDON AIR STATION INDUSTRIAL PROPERTY,"-120.301527,45.237003,0",OREGON,CONDON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110038763941
INLAND CHEMICAL SERVICE,"-120.180422,45.24263,0",OREGON,CONDON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110000716903
RESER BUILDING AND SERVICE STATION SITE,"-120.1848,45.23542,0",OREGON,CONDON,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110045401061
891 N FRONT STREET,"-124.211511,43.373413,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070507795
AMERICAN BUILDING PROPERTY,"-124.213625,43.36791,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070004523
BACHMAN LOT,"-124.211823,43.373264,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039537347
BACHMAN LTM,"-124.212088,43.373223,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039548184
BACHMAN TAVERN,"-124.21249,43.37289,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039543205
CENTRAL DOCK,"-124.216271,43.377759,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070205636
CENTRAL DOCK CO.,"-124.21167,43.37417,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110004779945
CITY OF COOS BAY MARSHFIELD SUN,"-124.21184,43.37447,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039543296
CITY OF COOS BAY PARK,"-124.212075,43.370392,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039537310
CITY OF COOS BAY PUMP STATION,"-124.211238,43.371911,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039543107
CONTINENTAL FLORAL GREENS,"-124.211559,43.37393,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039543241
COOS BAY IRON WORKS,"-124.211187,43.373307,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039542992
COOS BAY STP 2,"-124.28276,43.38566,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039763422
COOS BAY TOWBOAT OFFICE AND PARKING LOT,"-124.21124,43.371893,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039542947
COOS BAY WWTP 1,"-124.219065,43.378247,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110045431145
FALKESTEIN,"-124.2178,43.3788,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110039543027
FORMER ENGLEWOOD SCHOOL,"-124.228931,43.345348,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110070004675
GEORGIA PACIFIC WOOD PRODUCTS,"-124.20284,43.357866,0",OREGON,COOS BAY,https://ofmpub.epa.gov/frs_public2/national_kml.registry_html?p_registry_id=110033025660
